surv	day	mo	yr	season	trans	cap	Group	Fun_group	Genus	Species	swab	Zoospore_load_NEW	Zoospore_load	Second_load	TC	R	sex	Tb	Ts	SVL	mass	act	ht	dist	subst	mtr	bk	time	AM_PM	Num
42	21	6	2012	wet	Cascada	24	Frog	stream	Espadarana	prosoblepon	EC_437	2.555769086	2.555769086		325	R	NA	20.2	20.1	NA	NA	NA	40	1.3	leaf	198	NA	2137	PM	1
72	11	7	2012	wet	Cascada	25	Frog	stream	Espadarana	prosoblepon	EC_662	0	0	0	325	R	NA	20.3	20.3	26.5	1	NA	50	1.4	leaf	198	L	2100	PM	1
17	8	6	2012	wet	Cascada	6	Frog	stream	Espadarana	prosoblepon	EC_258	0	0	NA	330	NA	F	NA	NA	25.1	1	amplexus	200	0.4	leaf	30	L	2000	PM	1
17	8	6	2012	wet	Cascada	9	Frog	stream	Espadarana	prosoblepon	EC_259	0	0	NA	331	NA	M	NA	NA	24.25	1	NA	40	0	leaf	40	L	2016	PM	1
42	21	6	2012	wet	Cascada	6	Frog	stream	Espadarana	prosoblepon	EC_427	0	0		331	R	NA	19.5	19.6	27	0.8	NA	315	0	leaf	41	L	2003	PM	1
43	22	6	2012	wet	Cascada	5	Frog	stream	Espadarana	prosoblepon	NA	0	NA	NA	331	R	NA	21.5	21.4	NA	NA	NA	170	2.5	leaf	37	R	1943	PM	1
3	15	6	2013	wet	Cascada	2	Frog	stream	Espadarana	prosoblepon	EC_1078	40.05680561	40.05680561	NA	331	R	M	21.7	21.8	22.7	1.45	NA	1.5	1.7	leaf	41	L	1932	PM	1
17	8	6	2012	wet	Cascada	22	Frog	stream	Espadarana	prosoblepon	EC_260	0	0	NA	332	NA	M	21.7	20.8	NA	NA	NA	180	0.2	branch	130	L	2109	PM	1
68	10	7	2012	wet	Cascada	10	Frog	stream	Espadarana	prosoblepon	EC_632	0	0	0	332	R	NA	18.5	18.5	NA	0.8	NA	140	1.2	leaf	131	L	2028	PM	1
25	10	2	2013	dry	Cascada	7	Frog	stream	Espadarana	prosoblepon	EC_880	3.04171741	3.04171741	0	332	R	NA	20.5	20.5	23.5	1.4	NA	1	0	leaf	132	L	1923	PM	1
64	5	3	2013	dry	Cascada	9	Frog	stream	Espadarana	prosoblepon	EC_958	0	0	NA	332	R	M	20.8	20.7	25.5	1.6	NA	1.2	0	leaf	129	L	2031	PM	1
10	18	6	2013	wet	Cascada	21	Frog	stream	Espadarana	prosoblepon	EC_1108	0	0	NA	332	R	M	21.8	21.8	25.2	1.4	NA	1.4	0.5	leaf	128	L	2102	PM	1
60	7	7	2013	wet	Cascada	17	Frog	stream	Espadarana	prosoblepon	EC_1289	0	0	NA	332	R	NA	20.1	20.2	26.6	1.7	NA	2.2	1	leaf	130	L	2112	PM	1
71	21	3	2014	dry	Cascada	7	Frog	stream	Espadarana	prosoblepon	EC_1654	0	0	NA	332	R	NA	21.1	21.1	26.1	1.6	NA	0.4	0.9	leaf	119	R	2230	PM	1
17	8	6	2012	wet	Cascada	26	Frog	stream	Espadarana	prosoblepon	EC_262	0	0	NA	333	NA	F	21.1	21.1	27.8	1.3	amplexus	250	0	leaf	141	R	2124	PM	1
17	8	6	2012	wet	Cascada	27	Frog	stream	Espadarana	prosoblepon	EC_263	0	0	NA	334	NA	M	NA	NA	25	0.6	amplexus	250	0	leaf	141	R	2124	PM	1
39	20	6	2012	wet	Cascada	19	Frog	stream	Espadarana	prosoblepon	EC_416	0	0	0	334	R	NA	20.8	20.7	25	0.6	NA	170	0	leaf	142	R	2105	PM	1
68	10	7	2012	wet	Cascada	12	Frog	stream	Espadarana	prosoblepon	EC_633	0	0	0	334	R	NA	19.7	19.8	NA	1	NA	140	1.4	leaf	141	R	2038	PM	1
23	9	2	2013	dry	Cascada	9	Frog	stream	Espadarana	prosoblepon	EC_876	1.603561044	1.603561044	NA	334	R	M	20.9	21	23.8	1.4	calling	1.3	1.5	leaf	143	R	2035	PM	1
27	11	2	2013	dry	Cascada	3	Frog	stream	Espadarana	prosoblepon	NA	1.603561044	NA	NA	334	R	NA	19.7	19.9	NA	NA	NA	2	0.1	leaf	145	R	1953	PM	1
10	18	6	2013	wet	Cascada	24	Frog	stream	Espadarana	prosoblepon	EC_1110	0	0	NA	334	R	M	21.3	21.4	24.15	1.3	NA	2	0	leaf	142	R	2118	PM	1
60	7	7	2013	wet	Cascada	18	Frog	stream	Espadarana	prosoblepon	EC_1290	0	0	NA	334	R	NA	20.4	20.3	23.5	1.6	NA	1.5	0	leaf	143	R	2117	PM	1
63	8	7	2013	wet	Cascada	14	Frog	stream	Espadarana	prosoblepon	NA	0	NA	NA	334	R	NA	20.1	20.3	NA	NA	NA	2.3	0.5	leaf	145	R	2050	PM	1
64	9	7	2013	wet	Cascada	6	Frog	stream	Espadarana	prosoblepon	NA	0	NA	NA	334	R	NA	20.6	20.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
75	22	3	2014	dry	Cascada	16	Frog	stream	Espadarana	prosoblepon	EC_1678	0	0	NA	334	R	NA	NA	NA	28.8	NA	NA	1.6	0	leaf	150	L	2212	PM	1
77	23	3	2014	dry	Cascada	9	Frog	stream	Espadarana	prosoblepon	NA	0	NA	NA	334	R	NA	20.4	20.3	NA	NA	NA	NA	NA	boulder	148	R	2210	PM	1
17	8	6	2012	wet	Cascada	29	Frog	stream	Espadarana	prosoblepon	EC_264	0	0	NA	335	NA	M	21.4	21.5	25.1	0.9	NA	200	1.5	leaf	152	R	2135	PM	1
72	11	7	2012	wet	Cascada	9	Frog	stream	Espadarana	prosoblepon	EC_656	0	0		335	R	NA	20.4	20.5	23.5	1.1	NA	110	0	leaf	43	L	1939	PM	1
17	8	6	2012	wet	Cascada	35	Frog	stream	Espadarana	prosoblepon	EC_265	0	0	NA	340	NA	M	21.2	21.3	25.3	0.7	NA	200	0	leaf	184	R	2155	PM	1
42	21	6	2012	wet	Cascada	23	Frog	stream	Espadarana	prosoblepon	EC_436	0	0		340	R	NA	20.2	20.3	25	0.9	NA	220	0	leaf	184	R	2130	PM	1
17	8	6	2012	wet	Cascada	37	Frog	stream	Espadarana	prosoblepon	EC_266	0	0	NA	341	NA	M	21.3	21.1	23.6	0.9	NA	160	0.3	leaf	198	R	2205	PM	1
19	9	6	2012	wet	LoopStream	1	Frog	stream	Espadarana	prosoblepon	EC_279	1.75548315	1.75548315	NA	342	NA	M	21.1	21.2	24.7	0.8	NA	250	0	leaf	5	R	1951	PM	1
19	21	6	2013	wet	LoopStream	4	Frog	stream	Espadarana	prosoblepon	EC_1137	0	0	NA	342	R	NA	22.7	22.7	24.35	1.4	NA	3	0	leaf	21	R	1918	PM	1
23	22	6	2013	wet	LoopStream	1	Frog	stream	Espadarana	prosoblepon	NA	0	NA	NA	342	R	NA	NA	NA	NA	NA	NA	2.5	2	leaf	21	R	1910	PM	1
69	14	7	2013	wet	LoopStream	2	Frog	stream	Espadarana	prosoblepon	EC_1325	0	0	NA	342	R	M	NA	NA	23.1	1.3	calling	1.9	0	leaf	21	R	1927	PM	1
19	9	6	2012	wet	LoopStream	2	Frog	stream	Espadarana	prosoblepon	EC_280	0	0	NA	343	NA	M	NA	NA	24	0.7	fight	100	0	leaf	10	R	2000	PM	1
20	10	6	2012	wet	LoopStream	1	Frog	stream	Espadarana	prosoblepon	NA	0	NA	NA	343	R	NA	22.1	22.2	NA	NA	NA	150	2	leaf	5	L	1935	PM	1
23	13	6	2012	wet	LoopStream	1	Frog	stream	Espadarana	prosoblepon	NA	0	NA	NA	343	R	NA	21.7	21.7	NA	NA	NA	130	0.4	leaf	5	L	1916	PM	1
51	24	2	2013	dry	LoopStream	1	Frog	stream	Espadarana	prosoblepon	EC_919	0	0	0	343	R	NA	20.5	20.6	26.5	1.4	NA	1.7	1	leaf	8	L	1902	PM	1
15	20	6	2013	wet	LoopStream	1	Frog	stream	Espadarana	prosoblepon	EC_1117	0.33228796	0.33228796	NA	343	R	NA	21.4	21.4	24.1	1.45	NA	2.2	0	leaf	8	R	1908	PM	1
19	21	6	2013	wet	LoopStream	1	Frog	stream	Espadarana	prosoblepon	NA	0.33228796	NA	NA	343	R	NA	21.3	21.3	NA	NA	NA	2.1	0	leaf	8	R	1908	PM	1
27	23	6	2013	wet	LoopStream	3	Frog	stream	Espadarana	prosoblepon	NA	0.33228796	NA	NA	343	R	NA	21.3	21.3	NA	NA	NA	2	2	leaf	8	R	1908	PM	1
19	9	6	2012	wet	LoopStream	3	Frog	stream	Espadarana	prosoblepon	EC_281	0	0	NA	344	NA	M	NA	NA	25.1	0.5	fight	100	0	leaf	10	R	2000	PM	1
54	28	6	2012	wet	LoopStream	2	Frog	stream	Espadarana	prosoblepon	EC_489	2.280485779	2.280485779		344	R	NA	19.8	19.9	24.5	0.8	NA	160	0	leaf	12	L	2048	PM	1
19	9	6	2012	wet	LoopStream	10	Frog	stream	Espadarana	prosoblepon	EC_287	0	0	NA	345	NA	M	NA	NA	24.6	0.7	NA	40	0	leaf	42	R	2042	PM	1
19	9	6	2012	wet	LoopStream	11	Frog	stream	Espadarana	prosoblepon	EC_288	0	0	NA	350	NA	M	NA	NA	26.4	1	NA	40	0	leaf	42	R	2042	PM	1
20	10	6	2012	wet	LoopStream	8	Frog	stream	Espadarana	prosoblepon	NA	0	NA	NA	350	R	NA	21.1	NA	NA	NA	NA	80	0	leaf	95	C	2001	PM	1
23	13	6	2012	wet	LoopStream	4	Frog	stream	Espadarana	prosoblepon	NA	0	NA	NA	350	R	NA	20.8	20.8	NA	NA	NA	20	0	leaf	48	R	1938	PM	1
68	15	3	2014	dry	LoopStream	7	Frog	stream	Espadarana	prosoblepon	EC_1619	0	0	NA	350	R	NA	19.4	19.5	21.8	1.4	NA	1.7	0	leaf	84	L	1942	PM	1
19	9	6	2012	wet	LoopStream	14	Frog	stream	Espadarana	prosoblepon	EC_291	0	0	NA	351	NA	M	20.6	20.7	26.3	0.9	NA	130	0.5	leaf	65	L	2106	PM	1
19	9	6	2012	wet	LoopStream	15	Frog	stream	Espadarana	prosoblepon	EC_292	0	0	NA	352	NA	M	21	21.3	24.9	0.9	NA	40	0	leaf	95	R	2130	PM	1
8	27	2	2014	dry	LoopTrail	4	Frog	stream	Espadarana	prosoblepon	EC_1465	0	0	NA	352	R	NA	19.7	19.7	25.3	1.5	NA	1.5	NA	leaf	241	R	2135	PM	1
19	9	6	2012	wet	LoopStream	16	Frog	stream	Espadarana	prosoblepon	EC_293	0	0	NA	353	NA	M	NA	NA	24.9	NA	NA	100	0.3	leaf	90	R	2130	PM	1
57	26	2	2013	dry	LoopStream	3	Frog	stream	Espadarana	prosoblepon	EC_935	0	0	NA	353	R	NA	20.9	21.1	23.8	1.4	NA	1.7	0	leaf	86	L	1932	PM	1
15	20	6	2013	wet	LoopStream	13	Frog	stream	Espadarana	prosoblepon	EC_1125	0	0	NA	353	R	NA	23	23	24	1.55	NA	1.6	0	leaf	88	L	2052	PM	1
19	21	6	2013	wet	LoopStream	11	Frog	stream	Espadarana	prosoblepon	NA	0	NA	NA	353	R	M	21.6	21.6	NA	NA	NA	1.2	0	leaf	85	L	2002	PM	1
27	23	6	2013	wet	LoopStream	12	Frog	stream	Espadarana	prosoblepon	NA	0	NA	NA	353	R	NA	21.3	21.3	NA	NA	NA	2.1	0	leaf	81	R	2014	PM	1
67	13	7	2013	wet	LoopStream	11	Frog	stream	Espadarana	prosoblepon	EC_1314	0	0	NA	353	R	NA	21.3	21.2	25.3	1.4	NA	1.7	0	leaf	85	L	2036	PM	1
7	27	2	2014	dry	LoopStream	5	Frog	stream	Espadarana	prosoblepon	EC_1456	0	0	0.36	353	R	NA	19.7	19.6	24.5	1.5	NA	1.4	0.3	leaf	85	R	1950	PM	1
19	9	6	2012	wet	LoopStream	17	Frog	stream	Espadarana	prosoblepon	EC_294	0	0	NA	354	NA	M	21.2	21.4	27	0.7	calling	190	0	leaf	107	R	2138	PM	1
23	13	6	2012	wet	LoopStream	7	Frog	stream	Espadarana	prosoblepon	NA	0	NA	NA	354	R	NA	20.4	20.3	NA	NA	NA	120	0	branch	105	R	2004	PM	1
54	28	6	2012	wet	LoopStream	5	Frog	stream	Espadarana	prosoblepon	EC_491	0	0		354	R	NA	19.2	19.2	26.5	1	NA	110	0.5	leaf	111	R	2124	PM	1
55	29	6	2012	wet	LoopStream	15	Frog	stream	Espadarana	prosoblepon	EC_505	0	0		354	R	NA	20.1	20.2	28.6	1.3	NA	100	5	leaf	107	L	2020	PM	1
79	14	7	2012	wet	LoopStream	3	Frog	stream	Espadarana	prosoblepon	EC_683	0	0	0	354	R	NA	21.2	21.3	27	0.8	NA	120	0.15	leaf	105	R	2005	PM	1
19	9	6	2012	wet	LoopStream	18	Frog	stream	Espadarana	prosoblepon	EC_295	1.944246292	1.944246292	NA	355	NA	M	21	21.3	27.1	1	NA	60	0.1	leaf	110	R	2142	PM	1
79	17	7	2013	wet	Silenciosa	11	Frog	stream	Espadarana	prosoblepon	EC_1371	21.70962572	21.70962572	NA	393	R	M	20.3	20.3	25.6	1.45	calling	1.4	0	leaf	117	R	1952	PM	1
19	9	6	2012	wet	LoopStream	19	Frog	stream	Espadarana	prosoblepon	EC_296	1.466449201	1.466449201	NA	1000	NA	M	22.7	22.6	24.8	0.9	NA	170	0	leaf	115	R	2150	PM	1
3	3	2	2013	dry	LoopStream	8	Frog	stream	Espadarana	prosoblepon	EC_820	5.667283535	5.667283535	NA	1000	R	M	19.8	19.8	26.1	1.5	NA	1.25	1	leaf	114	L	2008	PM	1
19	9	6	2012	wet	LoopStream	20	Frog	stream	Espadarana	prosoblepon	EC_297	0	0	NA	1001	NA	M	20.9	20	26.3	0.9	NA	80	0.5	leaf	137	R	2202	PM	1
54	28	6	2012	wet	LoopStream	7	Frog	stream	Espadarana	prosoblepon	EC_493	0	0		1001	R	NA	19.2	19.2	27	1	NA	120	0	leaf	137	L	2138	PM	1
55	29	6	2012	wet	LoopStream	18	Frog	stream	Espadarana	prosoblepon	EC_508	0	0		1001	R	NA	20.1	20.3	24.8	1	NA	110	0	leaf	137	R	2039	PM	1
3	3	2	2013	dry	LoopStream	9	Frog	stream	Espadarana	prosoblepon	EC_821	0	0	NA	1001	R	M	19.9	20	27.1	1.6	NA	0.75	0.25	leaf	143	L	2025	PM	1
15	20	6	2013	wet	LoopStream	14	Frog	stream	Espadarana	prosoblepon	EC_1126	0.285424218	0.285424218	NA	1001	R	NA	22.8	22.8	25.3	1.6	NA	1.1	0.5	leaf	145	R	2112	PM	1
23	22	6	2013	wet	LoopStream	15	Frog	stream	Espadarana	prosoblepon	NA	0.285424218	NA	NA	1001	R	NA	NA	NA	NA	NA	NA	1.2	0	leaf	142	R	2023	PM	1
27	23	6	2013	wet	LoopStream	15	Frog	stream	Espadarana	prosoblepon	NA	0.285424218	NA	NA	1001	R	NA	22.6	22.6	NA	NA	NA	1.6	0.5	leaf	144	R	2050	PM	1
69	14	7	2013	wet	LoopStream	13	Frog	stream	Espadarana	prosoblepon	EC_1330	0	0	NA	1001	R	NA	NA	NA	25.2	1.4	NA	1.5	0.2	leaf	139	R	2108	PM	1
19	9	6	2012	wet	LoopStream	21	Frog	stream	Espadarana	prosoblepon	EC_298	0	0	NA	1002	NA	M	21.6	21.6	26.5	1.1	NA	40	0	leaf	140	R	2206	PM	1
54	28	6	2012	wet	LoopStream	6	Frog	stream	Espadarana	prosoblepon	EC_492	0	0		1002	R	NA	20.1	20	27.6	1.3	NA	90	0	leaf	128	R	2132	PM	1
95	22	7	2012	wet	MainTrail	13	Frog	stream	Espadarana	prosoblepon	EC_777	0.424311161	0.424311161		1002	R	F	21.4	21.4	27.3	0.8	NA	100	5	leaf	379	R	2124	PM	1
19	9	6	2012	wet	LoopStream	23	Frog	stream	Espadarana	prosoblepon	EC_299	0	0	NA	1003	NA	M	21.6	21.6	27.9	1	NA	70	0	leaf	172	R	2218	PM	1
3	3	2	2013	dry	LoopStream	10	Frog	stream	Espadarana	prosoblepon	EC_822	0	0	NA	1003	R	M	19.9	20	23.9	1.5	NA	1.2	0.5	leaf	165	R	2037	PM	1
19	9	6	2012	wet	LoopStream	25	Frog	stream	Espadarana	prosoblepon	EC_300	1.365357935	1.365357935	NA	1004	NA	M	21.5	21.3	24.9	0.9	NA	120	0.15	leaf	176	R	2328	PM	1
55	29	6	2012	wet	LoopStream	20	Frog	stream	Espadarana	prosoblepon	EC_510	7.912663817	7.912663817		1004	R	NA	19.9	19.9	23.2	1.2	NA	120	5	leaf	177	L	2056	PM	1
19	9	6	2012	wet	LoopStream	26	Frog	stream	Espadarana	prosoblepon	EC_301	0	0	NA	1005	NA	M	20.3	20.4	25	0.9	NA	110	0	leaf	190	L	2235	PM	1
19	9	6	2012	wet	LoopStream	28	Frog	stream	Espadarana	prosoblepon	EC_302	0	0	NA	1010	NA	M	21.6	21.5	26.7	1.3	NA	50	1.7	leaf	199	R	2247	PM	1
55	29	6	2012	wet	LoopStream	16	Frog	stream	Espadarana	prosoblepon	EC_507	1.215975136	1.215975136		1010	R	NA	20.1	20.3	25.8	1.7	NA	NA	NA	leaf	109	L	2025	PM	1
3	3	2	2013	dry	LoopStream	12	Frog	stream	Espadarana	prosoblepon	EC_824	1.241143271	1.241143271	NA	1010	R	NA	19	20	27.5	1.7	NA	0.5	0	leaf	197	R	2055	PM	1
57	26	2	2013	dry	LoopStream	6	Frog	stream	Espadarana	prosoblepon	EC_936	0	0	0	1010	R	F	20.3	20.3	27.3	1.7	NA	1.5	0.3	leaf	185	L	2017	PM	1
20	10	6	2012	wet	LoopStream	10	Frog	stream	Espadarana	prosoblepon	EC_305	0	0	NA	1011	NA	NA	21.1	21.2	24.2	0.9	NA	200	0.2	NA	115	R	2029	PM	1
79	14	7	2012	wet	LoopStream	5	Frog	stream	Espadarana	prosoblepon	EC_685	0	0	0	1011	R	NA	21.2	21.2	25.4	0.7	NA	50	0	leaf	113	R	2016	PM	1
20	10	6	2012	wet	LoopStream	12	Frog	stream	Espadarana	prosoblepon	EC_306	0	0	NA	1012	NA	NA	21.2	21.2	25.7	1.1	NA	310	2	leaf	142	L	2041	PM	1
79	14	7	2012	wet	LoopStream	4	Frog	stream	Espadarana	prosoblepon	EC_684	0	0	0	1012	R	NA	20.9	21	26	1.1	NA	250	0	leaf	108	R	2012	PM	1
73	15	7	2013	wet	LoopStream	9	Frog	stream	Espadarana	prosoblepon	EC_1336	0	0	NA	1012	R	M	20.7	20.7	25.9	1.5	calling	2.5	0.5	leaf	118	L	2020	PM	1
7	27	2	2014	dry	LoopStream	10	Frog	stream	Espadarana	prosoblepon	EC_1459	0.502	0.502	0	1012	R	NA	19.6	19.6	26.4	1.5	NA	1.7	2.3	leaf	118	R	2015	PM	1
15	1	3	2014	dry	LoopStream	3	Frog	stream	Espadarana	prosoblepon	NA	0.502	NA	NA	1012	R	NA	20.1	20.1	NA	NA	NA	1.4	2.2	leaf	116	R	1933	PM	1
20	10	6	2012	wet	LoopStream	13	Frog	stream	Espadarana	prosoblepon	EC_307	0	0	NA	1013	NA	NA	21.3	21.4	25.2	1.1	NA	210	0	leaf	161	R	2051	PM	1
54	28	6	2012	wet	LoopStream	8	Frog	stream	Espadarana	prosoblepon	EC_494	34.03541803	34.03541803		1013	R	NA	20.7	20.6	28.6	1.2	NA	150	0.8	leaf	141	R	2140	PM	1
55	29	6	2012	wet	LoopStream	19	Frog	stream	Espadarana	prosoblepon	EC_509	0	0		1013	R	NA	20.2	20.3	29.1	1.2	NA	90	0	leaf	143	R	2044	PM	1
39	20	6	2012	wet	Cascada	7	Frog	stream	Espadarana	prosoblepon	EC_409	0	0	0	1014	NA	NA	21.1	21.2	25.3	0.6	NA	230	2	leaf	32	R	1947	PM	1
42	21	6	2012	wet	Cascada	3	Frog	stream	Espadarana	prosoblepon	NA	0	NA	NA	1014	R	NA	19.7	19.7	NA	NA	NA	130	1.6	leaf	39	R	1954	PM	1
64	5	3	2013	dry	Cascada	6	Frog	stream	Espadarana	prosoblepon	EC_955	0	0	0	1014	R	M	20.9	20.7	27.2	1.4	calling	3	0	leaf	82	R	1956	PM	1
39	20	6	2012	wet	Cascada	13	Frog	stream	Espadarana	prosoblepon	EC_413	0	0	0	1015	NA	NA	21	21.1	25.9	0.7	NA	200	1.3	leaf	92	R	2033	PM	1
42	21	6	2012	wet	Cascada	11	Frog	stream	Espadarana	prosoblepon	NA	0	NA	NA	1015	R	NA	19.5	19.6	NA	NA	NA	80	0.15	leaf	79	L	2029	PM	1
42	21	6	2012	wet	Cascada	1	Frog	stream	Espadarana	prosoblepon	EC_424	0	0	0	1020	NA	NA	20	20.1	28.9	0.8	NA	200	2.5	leaf	26	L	1944	PM	1
64	5	3	2013	dry	Cascada	4	Frog	stream	Espadarana	prosoblepon	EC_953	0	0	0	1020	R	NA	20.9	20.6	23.4	1.7	NA	0.6	0.5	leaf	29	L	1928	PM	1
42	21	6	2012	wet	Cascada	5	Frog	stream	Espadarana	prosoblepon	EC_426	0	0		1021	NA	NA	19.5	19.6	27	0.7	NA	310	0	branch	41	L	1959	PM	1
42	21	6	2012	wet	Cascada	16	Frog	stream	Espadarana	prosoblepon	EC_432	0	0		1022	NA	NA	20.1	20.1	26.5	0.7	NA	450	0	leaf	137	R	2059	PM	1
42	21	6	2012	wet	Cascada	21	Frog	stream	Espadarana	prosoblepon	EC_435	0	0		1023	NA	NA	20.1	20.2	28.2	0.8	NA	160	0	leaf	173	R	2123	PM	1
3	15	6	2013	wet	Cascada	8	Frog	stream	Espadarana	prosoblepon	EC_1083	0.024023938	0.024023938	NA	1023	R	F	22	22	25.9	1.5	NA	0.6	1	leaf	176	L	2054	PM	1
45	24	6	2012	wet	Silenciosa	10	Frog	stream	Espadarana	prosoblepon	EC_446	167.2265816	167.2265816		1024	NA	NA	NA	NA	25.2	0.8	NA	50	1.1	leaf	194	R	2022	PM	1
49	26	6	2012	wet	Silenciosa	11	Frog	stream	Espadarana	prosoblepon	NA	167.2265816	NA	NA	1024	R	NA	NA	NA	NA	NA	NA	60	0	leaf	196	R	2246	PM	1
85	19	7	2013	wet	Silenciosa	13	Frog	stream	Espadarana	prosoblepon	EC_1391	0	0	NA	1024	NA	NA	21	21.1	25.65	1.5	NA	1.7	0	leaf	164	L	2006	PM	1
44	24	6	2012	wet	Guabal	1	Frog	stream	Espadarana	prosoblepon	EC_447	0	0		1025	NA	NA	NA	NA	25.5	0.5	NA	150	0	leaf	25	R	2049	PM	1
44	24	6	2012	wet	Guabal	9	Frog	stream	Espadarana	prosoblepon	EC_453	0	0		1030	NA	NA	NA	NA	24.9	0.8	NA	200	0	leaf	146	R	2151	PM	1
31	24	6	2013	wet	Guabal	17	Frog	stream	Espadarana	prosoblepon	EC_1171	0	0	NA	1030	R	M	NA	NA	23.9	1.5	NA	1.5	0.3	leaf	151	R	2035	PM	1
44	24	6	2012	wet	Guabal	10	Frog	stream	Espadarana	prosoblepon	EC_454	0	0		1031	NA	M	NA	NA	26	0.8	calling	150	0	leaf	159	R	2200	PM	1
48	26	6	2012	wet	Guabal	5	Frog	stream	Espadarana	prosoblepon	NA	0	NA	NA	1031	R	NA	18	18.1	NA	NA	NA	230	0	leaf	158	R	2010	PM	1
86	16	7	2012	wet	Guabal	15	Frog	stream	Espadarana	prosoblepon	EC_716	0	0		1031	R	M	22.7	22.9	25.4	1.1	NA	140	0	leaf	159	R	2031	PM	1
16	7	2	2013	dry	Guabal	7	Frog	stream	Espadarana	prosoblepon	EC_856	0	0	NA	1031	R	NA	20.7	20.7	24.1	1.4	NA	2	0	leaf	145	R	2009	PM	1
74	9	3	2013	dry	Guabal	11	Frog	stream	Espadarana	prosoblepon	EC_1013	0	0	NA	1031	R	M	21.4	21.4	27	1.4	NA	1.8	0	leaf	154	R	2004	PM	1
76	10	3	2013	dry	Guabal	7	Frog	stream	Espadarana	prosoblepon	NA	0	NA	NA	1031	R	M	21.2	21.2	NA	NA	calling	2.3	0	leaf	146	R	1944	PM	1
55	11	3	2014	dry	Guabal	7	Frog	stream	Espadarana	prosoblepon	EC_1578	0	0	0	1031	R	NA	19.8	19.7	27.9	1.4	NA	2	0	leaf	149	R	1948	PM	1
44	24	6	2012	wet	Guabal	12	Frog	stream	Espadarana	prosoblepon	EC_456	0	0		1032	NA	F	NA	NA	28.4	1.3	NA	30	0	leaf	162	R	2208	PM	1
70	21	3	2014	dry	Guabal	20	Frog	stream	Espadarana	prosoblepon	EC_1641	0	0	NA	1032	R	NA	21.2	21.1	30.2	1.6	NA	3	0	leaf	147	R	2057	PM	1
76	23	3	2014	dry	Guabal	11	Frog	stream	Espadarana	prosoblepon	NA	0	NA	NA	1032	R	NA	20.8	20.7	NA	NA	NA	3	1.5	leaf	149	R	2017	PM	1
44	24	6	2012	wet	Guabal	13	Frog	stream	Espadarana	prosoblepon	EC_457	0	0		1033	NA	M	NA	NA	25.2	0.7	NA	30	0	leaf	162	R	2208	PM	1
82	15	7	2012	wet	Guabal	2	Frog	stream	Espadarana	prosoblepon	EC_697	0.431001745	0.431001745	0	1033	R	NA	20.9	21	24.1	0.8	NA	300	0	leaf	161	R	2122	PM	1
13	6	2	2013	dry	Guabal	2	Frog	stream	Espadarana	prosoblepon	EC_845	1.811044216	1.811044216	0.788383856	1033	R	M	21.2	21.2	24.9	1.3	NA	0	1.25	leaf	158	R	2223	PM	1
38	28	6	2013	wet	Guabal	16	Frog	stream	Espadarana	prosoblepon	EC_1206	0	0	NA	1033	R	M	20.3	20.2	24	1.4	calling	1.6	0	leaf	159	R	2019	PM	1
70	21	3	2014	dry	Guabal	24	Frog	stream	Espadarana	prosoblepon	EC_1645	0	0	NA	1033	R	NA	21.3	21.2	26.6	1.5	NA	1.8	0	leaf	159	R	2115	PM	1
76	23	3	2014	dry	Guabal	16	Frog	stream	Espadarana	prosoblepon	NA	0	NA	NA	1033	R	NA	20.8	20.6	NA	NA	NA	1.1	0	leaf	158	R	2031	PM	1
44	24	6	2012	wet	Guabal	15	Frog	stream	Espadarana	prosoblepon	EC_458	0	0		1034	NA	M	NA	NA	25.3	1	calling	95	0.2	leaf	165	L	2218	PM	1
48	26	6	2012	wet	Guabal	8	Frog	stream	Espadarana	prosoblepon	NA	0	NA	NA	1034	R	NA	19.7	19.7	NA	NA	NA	170	0.3	leaf	166	L	2026	PM	1
82	15	7	2012	wet	Guabal	3	Frog	stream	Espadarana	prosoblepon	EC_698	0	0	0	1034	R	NA	21.1	21.1	27.9	1	NA	200	0.1	leaf	169	L	2128	PM	1
66	7	3	2013	dry	Guabal	10	Frog	stream	Espadarana	prosoblepon	EC_975	0	0	1.415090859	1034	R	NA	21.3	21.3	25.7	1.6	NA	0.1	0	leaf	168	L	2035	PM	1
74	9	3	2013	dry	Guabal	12	Frog	stream	Espadarana	prosoblepon	NA	0	NA	NA	1034	R	M	21.5	21.4	NA	NA	NA	0.5	0	leaf	163	R	2014	PM	1
38	28	6	2013	wet	Guabal	19	Frog	stream	Espadarana	prosoblepon	EC_1210	0	0	NA	1034	R	M	20.1	20.1	26.3	1.7	calling	0.6	0.2	leaf	167	L	2038	PM	1
48	26	6	2012	wet	Guabal	1	Frog	stream	Espadarana	prosoblepon	EC_464	0	0		1035	NA	M	19	19.1	24	0.2	NA	110	0	leaf	72	R	1921	PM	1
48	26	6	2012	wet	Guabal	10	Frog	stream	Espadarana	prosoblepon	EC_469	0	0		1040	NA	M	18.9	19	26.6	1.1	calling	130	0	leaf	176	R	2037	PM	1
86	16	7	2012	wet	Guabal	19	Frog	stream	Espadarana	prosoblepon	EC_720	7.634440064	7.634440064		1040	R	M	22.6	22.7	24.2	0.9	NA	120	0	branch	178	R	2053	PM	1
