surv	day	mo	yr	season	trans	cap	Group	Fun_group	Genus	Species	swab	Zoospore_load_NEW	Zoospore_load	Second_load	TC	R	sex	Tb	Ts	SVL	mass	act	ht	dist	subst	mtr	bk	time	AM_PM	Num
31	24	6	2013	wet	Guabal	6	Lizard	0	Norops	lionotus	NA	NA	NA	NA	NA	NA	NA	21.1	21.1	NA	NA	NA	0.1	0	boulder	93	C	1936	PM	1
32	24	6	2013	wet	Silenciosa	14	Lizard	0	Norops	lionotus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.2	0	boulder	132	C	2258	PM	1
32	24	6	2013	wet	Silenciosa	12	Lizard	0	Norops	lionotus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	sleeping	1	0	leaf	103	R	2249	PM	1
32	24	6	2013	wet	Silenciosa	1	Lizard	0	Norops	lionotus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.2	0	rock	1	L	2206	PM	1
32	24	6	2013	wet	Silenciosa	5	Lizard	0	Norops	lionotus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1.5	cobble	7	L	2216	PM	1
35	25	6	2013	wet	Silenciosa	2	Lizard	0	Norops	lionotus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	sleeping	0.6	0	leaf	101	L	2221	PM	1
38	28	6	2013	wet	Guabal	13	Lizard	0	Norops	lionotus	NA	NA	NA	NA	NA	NA	juv	NA	NA	NA	NA	sleeping	2	0	leaf	148	L	2007	PM	1
38	28	6	2013	wet	Guabal	29	Lizard	0	Norops	lionotus	NA	NA	NA	NA	NA	NA	juv	NA	NA	NA	NA	sleeping	1.5	0	liana	8	R	2124	PM	1
51	4	7	2013	wet	Cascada	3	Lizard	0	Norops	lionotus	NA	NA	NA	NA	NA	NA	juv	NA	NA	NA	NA	NA	0.1	NA	rock	64	C	802	AM	1
54	5	7	2013	wet	Guabal	1	Lizard	0	Norops	lionotus	NA	NA	NA	NA	NA	NA	juv	NA	NA	NA	NA	NA	1.4	0	leaf	75	R	918	AM	1
53	5	7	2013	wet	Silenciosa	1	Lizard	0	Norops	lionotus	NA	NA	NA	NA	NA	NA	juv	NA	NA	NA	NA	NA	0	NA	boulder	10	R	820	AM	1
60	7	7	2013	wet	Cascada	16	Lizard	0	Norops	lionotus	NA	NA	NA	NA	NA	NA	juv	20.5	20.6	NA	NA	sleeping	1.6	0	leaf	121	L	2108	PM	1
60	7	7	2013	wet	Cascada	12	Lizard	0	Norops	lionotus	NA	NA	NA	NA	NA	NA	NA	20.4	20.5	NA	NA	sleeping	0.5	1	leaf	65	L	2034	PM	1
63	8	7	2013	wet	Cascada	7	Lizard	0	Norops	lionotus	NA	NA	NA	NA	NA	NA	juv	20.3	20.4	NA	NA	sleeping	0.5	0	leaf	52	L	1949	PM	1
63	8	7	2013	wet	Cascada	12	Lizard	0	Norops	lionotus	NA	NA	NA	NA	NA	NA	juv	20.4	20.5	NA	NA	sleeping	0.1	0	leaf	112	R	2021	PM	1
63	8	7	2013	wet	Cascada	8	Lizard	0	Norops	lionotus	NA	NA	NA	NA	NA	NA	juv	20.4	20.4	NA	NA	sleeping	0.4	NA	leaf	53	R	1950	PM	1
64	9	7	2013	wet	Cascada	4	Lizard	0	Norops	lionotus	NA	NA	NA	NA	NA	NA	NA	20.9	21	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
64	9	7	2013	wet	Cascada	5	Lizard	0	Norops	lionotus	NA	NA	NA	NA	NA	NA	NA	20.8	20.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
64	9	7	2013	wet	Cascada	7	Lizard	0	Norops	lionotus	NA	NA	NA	NA	NA	NA	NA	21.3	21.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
64	9	7	2013	wet	Cascada	9	Lizard	0	Norops	lionotus	NA	NA	NA	NA	NA	NA	NA	21.1	21.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
67	13	7	2013	wet	LoopStream	13	Lizard	0	Norops	lionotus	NA	NA	NA	NA	NA	NA	juv	21.2	21.2	NA	NA	sleeping	0.5	0	leaf	98	L	2051	PM	1
67	13	7	2013	wet	LoopStream	19	Lizard	0	Norops	lionotus	NA	NA	NA	NA	NA	NA	juv	22.1	22	NA	NA	sleeping	0.5	0	leaf	179	L	2135	PM	1
67	13	7	2013	wet	LoopStream	15	Lizard	0	Norops	lionotus	NA	NA	NA	NA	NA	NA	juv	22	22	NA	NA	sleeping	0.2	0	leaf	116	R	2110	PM	1
67	13	7	2013	wet	LoopStream	16	Lizard	0	Norops	lionotus	NA	NA	NA	NA	NA	NA	juv	22.1	22.1	NA	NA	sleeping	0.1	0	leaf	121	R	2112	PM	1
67	13	7	2013	wet	LoopStream	1	Lizard	0	Norops	lionotus	NA	NA	NA	NA	NA	NA	juv	21.2	21.3	NA	NA	sleeping	0.05	0.2	leaf	26	L	1907	PM	1
75	16	7	2013	wet	Guabal	22	Lizard	0	Norops	lionotus	NA	NA	NA	NA	NA	NA	juv	20.3	20.4	NA	NA	NA	0.1	0	boulder	193	R	2210	PM	1
75	16	7	2013	wet	Guabal	9	Lizard	0	Norops	lionotus	NA	NA	NA	NA	NA	NA	NA	20.2	20.1	NA	NA	sleeping	1.6	0	moss	92	C	2000	PM	1
75	16	7	2013	wet	Guabal	16	Lizard	0	Norops	lionotus	NA	NA	NA	NA	NA	NA	NA	20.7	20.8	NA	NA	sleeping	1.6	0	vine	136	L	2103	PM	1
76	16	7	2013	wet	Silenciosa	5	Lizard	0	Norops	lionotus	NA	NA	NA	NA	NA	NA	juv	20.2	20.3	NA	NA	sleeping	0.05	1	leaf	78	R	2308	PM	1
78	17	7	2013	wet	Silenciosa	2	Lizard	0	Norops	lionotus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.3	0	leaf	116	R	934	AM	1
80	17	7	2013	wet	Guabal	5	Lizard	0	Norops	lionotus	NA	NA	NA	NA	NA	NA	NA	20.4	20.5	NA	NA	sleeping	1.4	0	leaf	89	C	2117	PM	1
79	17	7	2013	wet	Silenciosa	9	Lizard	0	Norops	lionotus	NA	NA	NA	NA	NA	NA	juv	20.7	20.8	NA	NA	sleeping	0.7	0.5	leaf	58	L	1936	PM	1
79	17	7	2013	wet	Silenciosa	10	Lizard	0	Norops	lionotus	NA	NA	NA	NA	NA	NA	NA	20.7	20.7	NA	NA	sleeping	1	0.75	leaf	68	R	1940	PM	1
83	18	7	2013	wet	Silenciosa	2	Lizard	0	Norops	lionotus	NA	NA	NA	NA	NA	NA	juv	NA	NA	NA	NA	sleeping	1	0	leaf	38	L	1924	PM	1
83	18	7	2013	wet	Silenciosa	10	Lizard	0	Norops	lionotus	NA	NA	NA	NA	NA	NA	juv	NA	NA	NA	NA	sleeping	0.1	0	leaf	167	L	2014	PM	1
83	18	7	2013	wet	Silenciosa	13	Lizard	0	Norops	lionotus	NA	NA	NA	NA	NA	NA	juv	NA	NA	NA	NA	sleeping	0.9	0	leaf	189	L	2034	PM	1
3	26	2	2014	dry	LoopStream	5	Lizard	0	Norops	lionotus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	sleeping	0.9	0	branch	57	L	1947	PM	1
1	26	2	2014	dry	LoopStream	1	Lizard	0	Norops	lionotus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.25	0	leaf	6	R	855	AM	1
3	26	2	2014	dry	LoopStream	6	Lizard	0	Norops	lionotus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.1	0.5	rock	86	L	1956	PM	1
11	28	2	2014	dry	LoopStream	4	Lizard	0	Norops	lionotus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	sleeping	1.3	0.5	branch	101	L	1933	PM	1
15	1	3	2014	dry	LoopStream	4	Lizard	0	Norops	lionotus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	sleeping	0.6	0.2	leaf	186	R	1950	PM	1
21	2	3	2014	dry	Silenciosa	4	Lizard	0	Norops	lionotus	NA	NA	NA	NA	NA	NA	juv	NA	NA	NA	NA	sleeping	0.2	NA	branch	174	L	2054	PM	1
21	2	3	2014	dry	Silenciosa	3	Lizard	0	Norops	lionotus	NA	NA	NA	NA	NA	NA	juv	NA	NA	NA	NA	sleeping	0.3	NA	leaf	165	L	2053	PM	1
27	3	3	2014	dry	Silenciosa	7	Lizard	0	Norops	lionotus	NA	NA	NA	NA	NA	NA	juv	NA	NA	NA	NA	sleeping	0.2	0	leaf	133	R	2101	PM	1
26	3	3	2014	dry	Verrugosa	3	Lizard	0	Norops	lionotus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	sleeping	0.2	NA	leaf	41	R	1905	PM	1
33	6	3	2014	dry	Silenciosa	2	Lizard	0	Norops	lionotus	NA	NA	NA	NA	NA	NA	juv	NA	NA	NA	NA	NA	0.4	0	leaf	133	R	2021	PM	1
39	7	3	2014	dry	Silenciosa	5	Lizard	0	Norops	lionotus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	sleeping	0.2	0	leaf	165	L	2021	PM	1
45	8	3	2014	dry	Cascada	2	Lizard	0	Norops	lionotus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	water	160	R	2042	PM	1
48	9	3	2014	dry	Cascada	6	Lizard	0	Norops	lionotus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.5	0	boulder	136	L	2049	PM	1
48	9	3	2014	dry	Cascada	7	Lizard	0	Norops	lionotus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.5	0	boulder	136	L	2049	PM	1
48	9	3	2014	dry	Cascada	8	Lizard	0	Norops	lionotus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.5	0	boulder	136	L	2049	PM	1
47	9	3	2014	dry	Guabal	7	Lizard	0	Norops	lionotus	NA	NA	NA	NA	NA	NA	juv	NA	NA	NA	NA	NA	1.1	0	leaf	107	L	1938	PM	1
48	9	3	2014	dry	Cascada	5	Lizard	0	Norops	lionotus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.5	0	leaf	132	L	2049	PM	1
53	11	3	2014	dry	Guabal	4	Lizard	0	Norops	lionotus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.5	4.5	rock	370	L	1105	AM	1
60	13	3	2014	dry	LoopStream	1	Lizard	0	Norops	lionotus	NA	NA	NA	NA	NA	NA	juv	NA	NA	NA	NA	NA	0.1	0.05	rock	2	R	1937	PM	1
71	21	3	2014	dry	Cascada	8	Lizard	0	Norops	lionotus	NA	NA	NA	NA	NA	NA	NA	21	21	NA	NA	NA	1.5	0	boulder	136	L	2238	PM	1
71	21	3	2014	dry	Cascada	9	Lizard	0	Norops	lionotus	NA	NA	NA	NA	NA	NA	NA	21	21	NA	NA	NA	1.5	0	boulder	136	L	2238	PM	1
75	22	3	2014	dry	Cascada	13	Lizard	0	Norops	lionotus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	boulder	136	L	2204	PM	1
75	22	3	2014	dry	Cascada	14	Lizard	0	Norops	lionotus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	boulder	136	L	2204	PM	1
75	22	3	2014	dry	Cascada	4	Lizard	0	Norops	lionotus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.05	0.1	cobble	58	L	2113	PM	1
75	22	3	2014	dry	Cascada	3	Lizard	0	Norops	lionotus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.05	0.3	cobble	46	L	2112	PM	1
75	22	3	2014	dry	Cascada	21	Lizard	0	Norops	lionotus	NA	NA	NA	NA	NA	NA	juv	NA	NA	NA	NA	sleeping	0.2	0.6	branch	176	L	2230	PM	1
77	23	3	2014	dry	Cascada	5	Lizard	0	Norops	lionotus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	sleeping	1.5	0	boulder	136	L	2203	PM	1
77	23	3	2014	dry	Cascada	6	Lizard	0	Norops	lionotus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	sleeping	1.5	0	boulder	136	L	2203	PM	1
77	23	3	2014	dry	Cascada	10	Lizard	0	Norops	lionotus	NA	NA	NA	NA	NA	NA	juv	NA	NA	NA	NA	NA	0.9	0	leaf	164	L	2217	PM	1
77	23	3	2014	dry	Cascada	8	Lizard	0	Norops	lionotus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.8	0	leaf	150	L	2211	PM	1
76	23	3	2014	dry	Guabal	12	Lizard	0	Norops	lionotus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.5	0	mossy_branch	155	R	2023	PM	1
76	23	3	2014	dry	Guabal	13	Lizard	0	Norops	lionotus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.5	0	mossy_branch	155	R	2023	PM	1
77	23	3	2014	dry	Cascada	13	Lizard	0	Norops	lionotus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	sleeping	0.5	0.6	leaf	190	L	2227	PM	1
79	29	3	2014	dry	Silenciosa	1	Lizard	0	Norops	lionotus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	sleeping	0.4	0.2	leaf	22	R	2059	PM	1
82	30	3	2014	dry	Silenciosa	8	Lizard	0	Norops	lionotus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	sleeping	0.5	0	branch	165	L	2133	PM	1
88	1	4	2014	dry	Silenciosa	4	Lizard	0	Norops	lionotus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.4	0	leaf	165	L	2119	PM	1
23	19	7	2011	wet	Cascada	2	Lizard	NA	Norops	lionotus	NA	NA	NA	NA	NA	NA	m	NA	NA	27.76	NA	NA	20	0	lf	20	c	2007	PM	1
23	19	7	2011	wet	Cascada	4	Lizard	NA	Norops	lionotus	NA	NA	NA	NA	NA	NA	juv	NA	NA	NA	NA	NA	70	0	lf	34	r	2017	PM	1
23	19	7	2011	wet	Cascada	10	Lizard	NA	Norops	lionotus	NA	NA	NA	NA	NA	NA	m	NA	NA	77.45	7.7	NA	5	5	rock	175	r	2134	PM	1
23	19	7	2011	wet	Cascada	11	Lizard	NA	Norops	lionotus	NA	NA	NA	NA	NA	NA	m	NA	NA	56.22	4.2	NA	5	5	rock	175	r	2134	PM	1
23	19	7	2011	wet	Cascada	12	Lizard	NA	Norops	lionotus	NA	NA	NA	NA	NA	NA	juv	NA	NA	NA	NA	NA	NA	NA	lf	180	NA	2137	PM	1
27	21	7	2011	wet	Cascada	12	Lizard	NA	Norops	lionotus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	25	0	lf	47	c	2038	PM	1
27	21	7	2011	wet	Cascada	13	Lizard	NA	Norops	lionotus	NA	NA	NA	NA	NA	NA	NA	NA	NA	31.27	NA	NA	10	0	lf	50	r	2040	PM	1
27	21	7	2011	wet	Cascada	14	Lizard	NA	Norops	lionotus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	25	0	lf	52	r	2042	PM	1
27	21	7	2011	wet	Cascada	15	Lizard	NA	Norops	lionotus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20	20	lf	53	r	2044	PM	1
27	21	7	2011	wet	Cascada	18	Lizard	NA	Norops	lionotus	NA	NA	NA	NA	NA	NA	ad	NA	NA	NA	NA	NA	0	0	log	90	c	2102	PM	1
27	21	7	2011	wet	Cascada	32	Lizard	NA	Norops	lionotus	NA	NA	NA	NA	NA	NA	juv	NA	NA	NA	NA	NA	40	0	lf	165	c	2209	PM	1
19	18	7	2011	wet	Guabal	2	Lizard	NA	Norops	lionotus	NA	NA	NA	NA	NA	NA	m	NA	NA	35.11	NA	NA	5	5	rock	10	c	2005	PM	1
19	18	7	2011	wet	Guabal	5	Lizard	NA	Norops	lionotus	NA	NA	NA	NA	NA	NA	m	NA	NA	40.72	NA	NA	0	85	rock	80	r	2022	PM	1
19	18	7	2011	wet	Guabal	10	Lizard	NA	Norops	lionotus	NA	NA	NA	NA	NA	NA	juv	NA	NA	NA	NA	NA	70	0	m_rk	130	c	2051	PM	1
19	18	7	2011	wet	Guabal	12	Lizard	NA	Norops	lionotus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	0	lf	130	lc	2055	PM	1
3	13	7	2011	wet	LoopStream	1	Lizard	NA	Norops	lionotus	NA	NA	NA	NA	NA	NA	juv	NA	NA	36.35	NA	NA	10	10	NA	5	l	2010	PM	1
3	13	7	2011	wet	LoopStream	4	Lizard	NA	Norops	lionotus	NA	NA	NA	NA	NA	NA	NA	NA	NA	58.98	5.6	NA	0	20	lf	75	r	2048	PM	1
6	14	7	2011	wet	LoopStream	5	Lizard	NA	Norops	lionotus	NA	NA	NA	NA	NA	NA	juv	NA	NA	44.17	NA	NA	100	0	lf	105	r	2053	PM	1
6	14	7	2011	wet	LoopStream	6	Lizard	NA	Norops	lionotus	NA	NA	NA	NA	NA	NA	f	NA	NA	62.5	NA	NA	80	0	log	115	l	2100	PM	1
10	15	7	2011	wet	LoopStream	1	Lizard	NA	Norops	lionotus	NA	NA	NA	NA	NA	NA	juv	NA	NA	43.27	NA	NA	10	10	lf	45	c	2006	PM	1
13	16	7	2011	wet	Silenciosa	3	Lizard	NA	Norops	lionotus	NA	NA	NA	NA	NA	NA	m	NA	NA	NA	NA	sleep	45	0	fern_lf	199	l	2211	PM	1
20	18	7	2011	wet	Silenciosa	1	Lizard	NA	Norops	lionotus	NA	NA	NA	NA	NA	NA	NA	22.3	22.4	NA	NA	NA	10	0	lf	85	r	2155	PM	1
35	19	6	2012	wet	Guabal	3	Lizard	0	Norops	sp.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	180	0.4	stem	192	L	1028	AM	1
41	21	6	2012	wet	Cascada	1	Lizard	0	Norops	sp.	NA	NA	NA	NA	NA	NA	NA	24	24.2	NA	NA	NA	60	0	leaf	35	C	1031	AM	1
70	11	7	2012	wet	Silenciosa	1	Lizard	0	Norops	sp.	NA	NA	NA	NA	NA	NA	NA	20.2	20.3	NA	NA	NA	160	0	branch	61	C	920	AM	1
76	13	7	2012	wet	Silenciosa	1	Lizard	0	Norops	sp.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15	0	leaf	107	L	934	AM	1
100	24	7	2012	wet	LoopTrail	12	Lizard	0	Norops	sp.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	120	NA	leaf	356	R	2055	PM	1
102	25	7	2012	wet	LoopStream	1	Lizard	0	Norops	sp.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	5	rock	141	L	959	AM	1
15	7	2	2013	dry	Silenciosa	1	Lizard	0	Norops	sp.	NA	NA	NA	NA	NA	NA	juv	NA	NA	NA	NA	NA	0	0	rock	16	C	1024	AM	1
53	25	2	2013	dry	Cascada	2	Lizard	0	Norops	sp.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.3	1	rock	113	R	841	AM	1
62	28	2	2013	dry	LoopStream	2	Lizard	0	Norops	sp.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	leaf	45	C	930	AM	1
65	6	3	2013	dry	Cascada	4	Lizard	0	Norops	sp.	NA	NA	NA	NA	NA	NA	juv	NA	NA	NA	NA	sleeping	0.8	2.5	leaf	33	R	1920	PM	1
4	16	6	2013	wet	Cascada	3	Lizard	0	Norops	sp.	NA	NA	NA	NA	NA	NA	juv	NA	NA	NA	NA	NA	1	2	boulder	109	L	904	AM	1
9	18	6	2013	wet	LoopStream	2	Lizard	0	Norops	sp.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.5	0	boulder	26	L	1019	AM	1
9	18	6	2013	wet	LoopStream	5	Lizard	0	Norops	sp.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.1	0	leaf	159	L	1112	AM	1
12	19	6	2013	wet	LoopTrail	1	Lizard	0	Norops	sp.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	leaf_litter	264	R	1014	AM	1
13	20	6	2013	wet	MainTrail	2	Lizard	0	Norops	sp.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	142	L	854	AM	1
21	22	6	2013	wet	MainTrail	5	Lizard	0	Norops	sp.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	leaf	275	L	845	AM	1
29	24	6	2013	wet	Guabal	4	Lizard	0	Norops	sp.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.3	0	boulder	306	L	905	AM	1
29	24	6	2013	wet	Guabal	1	Lizard	0	Norops	sp.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.5	0	leaf	96	L	828	AM	1
30	24	6	2013	wet	Silenciosa	2	Lizard	0	Norops	sp.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.8	0	CWD	44	L	1026	AM	1
29	24	6	2013	wet	Guabal	3	Lizard	0	Norops	sp.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.3	0.1	boulder	245	L	856	AM	1
29	24	6	2013	wet	Guabal	2	Lizard	0	Norops	sp.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.5	boulder	237	L	852	AM	1
33	25	6	2013	wet	Cascada	2	Lizard	0	Norops	sp.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.5	0.4	boulder	29	L	910	AM	1
37	28	6	2013	wet	LoopStream	1	Lizard	0	Norops	sp.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.1	0	leaf	9	R	944	AM	1
36	28	6	2013	wet	Verrugosa	1	Lizard	0	Norops	sp.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.1	NA	stem	9	L	825	AM	1
41	29	6	2013	wet	LoopStream	1	Lizard	0	Norops	sp.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	boulder	166	C	1010	AM	1
56	6	7	2013	wet	Cascada	3	Lizard	0	Norops	sp.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.5	NA	boulder	140	C	702	AM	1
67	13	7	2013	wet	LoopStream	5	Lizard	0	Norops	sp.	NA	NA	NA	NA	NA	NA	NA	21.4	21.4	NA	NA	NA	0.2	0.2	leaf	46	C	1934	PM	1
81	18	7	2013	wet	Guabal	1	Lizard	0	Norops	sp.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.2	0.2	boulder	142	R	833	AM	1
88	20	7	2013	wet	LoopStream	2	Lizard	0	Norops	sp.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.1	0	stem	138	L	1010	AM	1
94	25	7	2013	wet	Verrugosa	12	Lizard	0	Norops	sp.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	leaf_litter	283	L	2037	PM	1
1	26	2	2014	dry	LoopStream	3	Lizard	0	Norops	sp.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.5	0	rock	106	R	925	AM	1
14	1	3	2014	dry	LoopTrail	2	Lizard	0	Norops	sp.	NA	NA	NA	NA	NA	NA	juv	NA	NA	NA	NA	NA	0	NA	leaf_litter	181	L	932	AM	1
20	2	3	2014	dry	Verrugosa	2	Lizard	0	Norops	sp.	NA	NA	NA	NA	NA	NA	juv	NA	NA	NA	NA	NA	0.1	NA	leaf	350	L	1947	PM	1
39	7	3	2014	dry	Silenciosa	1	Lizard	0	Norops	sp.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	sleeping	0.1	1.5	leaf	80	L	2006	PM	1
35	7	3	2014	dry	Verrugosa	6	Lizard	0	Norops	sp.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	leaf_litter	394	R	902	AM	1
50	10	3	2014	dry	Cascada	1	Lizard	0	Norops	sp.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.4	1.5	cobble	34	R	1110	AM	1
49	10	3	2014	dry	Guabal	1	Lizard	0	Norops	sp.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1.5	leaf_litter	155	L	NA	NA	1
54	11	3	2014	dry	Cascada	4	Lizard	0	Norops	sp.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.1	3	cobble	74	L	1141	AM	1
64	14	3	2014	dry	MainTrail	2	Lizard	0	Norops	sp.	NA	NA	NA	NA	NA	NA	juv	NA	NA	NA	NA	NA	0	NA	leaf_litter	106	L	1111	AM	1
62	14	3	2014	dry	Verrugosa	4	Lizard	0	Norops	sp.	NA	NA	NA	NA	NA	NA	juv	NA	NA	NA	NA	NA	0	NA	leaf_litter	129	L	906	AM	1
62	14	3	2014	dry	Verrugosa	9	Lizard	0	Norops	sp.	NA	NA	NA	NA	NA	NA	juv	NA	NA	NA	NA	NA	0	NA	leaf_litter	315	L	933	AM	1
62	14	3	2014	dry	Verrugosa	10	Lizard	0	Norops	sp.	NA	NA	NA	NA	NA	NA	juv	NA	NA	NA	NA	NA	0	NA	leaf_litter	193	L	941	AM	1
73	22	3	2014	dry	Cascada	2	Lizard	0	Norops	sp.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.2	0.1	branch	38	L	1012	AM	1
73	22	3	2014	dry	Cascada	1	Lizard	0	Norops	sp.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0.1	rock	36	L	1012	AM	1
86	16	7	2012	wet	Guabal	29	Salamander	stream	Oedipina	sp.	EC_728	0	0		NA	NA	NA	NA	NA	NA	NA	NA	50	0	CWD	102	L	2135	PM	1
49	3	7	2013	wet	Verrugosa	8	Salamander	stream	Oedipina	sp.	EC_1251	0	0	NA	NA	NA	M	NA	NA	42	1.7	NA	0.4	NA	CWD	291	R	2009	PM	1
9	4	6	2012	wet	Guabal	2	Snake	0	Oxybelis	brevirostris	NA	NA	NA	NA	NA	NA	NA	NA	NA	31.2	6.7	NA	20	NA	leaf	55	L	950	AM	1
19	9	6	2012	wet	LoopStream	7	Snake	0	Oxybelis	brevirostris	NA	NA	NA	NA	NA	NA	juv	20.5	20.5	29.3	2.4	NA	140	0	leaf	40	L	2035	PM	1
20	21	6	2013	wet	LoopTrail	2	Snake	0	Oxybelis	brevirostris	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	leaf	222	L	2225	PM	1
27	23	6	2013	wet	LoopStream	1	Snake	0	Oxybelis	brevirostris	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	leaf	3	R	1904	PM	1
68	13	7	2013	wet	LoopTrail	5	Snake	0	Oxybelis	brevirostris	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.5	NA	leaf	216	L	2235	PM	1
94	25	7	2013	wet	Verrugosa	8	Snake	0	Oxybelis	brevirostris	NA	NA	NA	NA	NA	NA	NA	22.5	22.5	NA	NA	NA	0.7	NA	leaf	164	R	2002	PM	1
8	27	2	2014	dry	LoopTrail	2	Snake	0	Oxybelis	brevirostris	NA	NA	NA	NA	NA	NA	juv	NA	NA	NA	NA	NA	0.5	NA	leaf	284	L	2111	PM	1
